ID,Label,Node Type,All Pros,Pro Bowls,Draft Age,Year Drafted,Round Selected,Pick In Round,Position,College,NFLTeam
PL8066,Carlton Haselrig,Player,0,1,23,1989,12,312,G,Pittsburgh-Johnstown,PIT
PL8108,Randall McDaniel HOF,Player,7,12,23,1988,1,19,G,Arizona St.,MIN
PL8125,Jumbo Elliott,Player,0,1,23,1988,2,36,T,Michigan,NYG
PL8133,Dermontti Dawson HOF,Player,6,7,23,1988,2,44,C,Kentucky,PIT
PL8443,Harris Barton,Player,2,1,23,1987,1,22,T,North Carolina,SFO
PL8444,Bruce Armstrong,Player,0,6,21,1987,1,23,T,Louisville,NWE
PL8626,Kevin Gogan,Player,0,3,22,1987,8,206,G,Washington,DAL
PL8696,Frank Winters,Player,0,1,23,1987,10,276,C,West. Illinois,CLE
PL8703,Howard Ballard,Player,0,2,23,1987,11,283,T,Alabama A&M,BUF
PL8775,Will Wolford,Player,0,3,22,1986,1,20,T,Vanderbilt,BUF
PL8805,Tom Newberry,Player,2,2,23,1986,2,50,G,Wisconsin–LaCrosse,RAM
PL8856,Steve Wallace,Player,0,1,21,1986,4,101,T,Auburn,SFO
PL8956,Ray Brown,Player,0,1,23,1986,8,201,G,Arkansas St.,STL
PL9090,Bill Fralic,Player,2,4,22,1985,1,2,G,Pittsburgh,ATL
PL9094,Lomas Brown,Player,1,7,22,1985,1,6,T,Florida,DET
PL9100,Jim Lachey,Player,3,3,22,1985,1,12,T,Ohio St.,SDG
PL9122,Kevin Glover,Player,0,3,22,1985,2,34,C,Maryland,DET
PL9361,Duval Love,Player,0,1,22,1985,10,274,G,UCLA,RAM
PL9442,Ron Solt,Player,0,1,22,1984,1,19,G,Maryland,IND
PL9444,John Alt,Player,0,2,22,1984,1,21,T,Iowa,KAN
PL9450,William Roberts,Player,0,1,22,1984,1,27,G,Ohio St.,NYG
PL9496,Guy McIntyre,Player,0,5,23,1984,3,73,G,Georgia,SFO
PL9520,Joel Hilgenberg,Player,0,1,22,1984,4,97,C,Iowa,NOR
PL9763,Chris Hinton,Player,1,7,22,1983,1,4,T,Northwestern,DEN
PL9765,Jimbo Covert,Player,2,2,23,1983,1,6,T,Pittsburgh,CHI
PL9768,Bruce Matthews HOF,Player,7,14,22,1983,1,9,G,USC,HOU
PL9785,Don Mosebar,Player,0,3,21,1983,1,26,C,USC,RAI
PL9978,Mark Bortz,Player,0,2,22,1983,8,219,G,Iowa,CHI
PL10047,Jesse Sapolu,Player,0,2,22,1983,11,289,C,Hawaii,SFO
